symbol,name,marketCap,sector,industry,country
FRT,Federal Realty Investment Trust Common Stock,9504802259.0,Real Estate,Real Estate Investment Trusts,United States
FRVO,Fervo Energy Company Class A common stock,4819378304.0,Utilities,Electric Utilities: Central,United States
FSK,FS KKR Capital Corp. Common Stock,3086720928.0,Finance,Investment Managers,United States
FSLR,First Solar Inc. Common Stock,20630975202.0,Technology,Semiconductors,United States
FSLY,Fastly Inc. Class A Common Stock,4723245000.0,Technology,Computer Software: Prepackaged Software,United States
FSM,Fortuna Mining Corp. Common Shares,3551139132.0,Basic Materials,Precious Metals,Canada
FSS,Federal Signal Corporation Common Stock,6912962446.0,Industrials,Auto Manufacturing,United States
FSV,FirstService Corporation Common Shares,5658292099.0,Finance,Real Estate,Canada
FTAI,FTAI Aviation Ltd. Common Stock,19104545997.0,Industrials,Misc Corporate Leasing Services,United States
FTDR,Frontdoor Inc. Common Stock,5094660718.0,Consumer Discretionary,Diversified Commercial Services,United States
FTI,TechnipFMC plc Ordinary Share,27937791001.0,Consumer Discretionary,Oil and Gas Field Machinery,
FTNT,Fortinet Inc. Common Stock,131143978337.0,Technology,Computer peripheral equipment,United States
FTS,Fortis Inc. Common Shares,27230970000.0,Utilities,Electric Utilities: Central,United States
FTV,Fortive Corporation Common Stock ,16991479346.0,Industrials,Industrial Machinery/Components,United States
FUL,H. B. Fuller Company Common Stock,2700665906.0,Industrials,Home Furnishings,United States
FULT,Fulton Financial Corporation Common Stock,4343306308.0,Finance,Major Banks,United States
FWONA,Liberty Media Corporation Series A Common Stock,21460646316.0,Industrials,Broadcasting,United States
FWONK,Liberty Media Corporation Series C Common Stock,23378566226.0,Industrials,Broadcasting,United States
G,Genpact Limited Common Stock,5687964677.0,Consumer Discretionary,Professional Services,Bermuda
GAP,Gap Inc. (The) Common Stock,7475028515.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States
GATX,GATX Corporation Common Stock,6555210000.0,Consumer Discretionary,Transportation Services,United States
GBCI,Glacier Bancorp Inc. Common Stock,5746253486.0,Finance,Major Banks,United States
GBDC,Golub Capital BDC Inc. Common Stock,3232662283.0,Finance,Finance: Consumer Services,United States
GBTG,Global Business Travel Group Inc. Class A Common Stock,4941652771.0,Consumer Discretionary,Transportation Services,United States
GCMG,GCM Grosvenor Inc. Class A Common Stock,2622101853.0,Finance,Investment Managers,United States
GD,General Dynamics Corporation Common Stock,92890401759.0,Industrials,Marine Transportation,United States
GDDY,GoDaddy Inc. Class A Common Stock,12206305712.0,Technology,EDP Services,United States
GDS,GDS Holdings Limited ADS,6634502766.0,Technology,Computer Software: Programming Data Processing,China
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,2601036080.0,Finance,Investment Managers,United States
GE,GE Aerospace Common Stock,331812491657.0,Technology,Consumer Electronics/Appliances,United States
GEF,Greif Inc. Class A Common Stock,3892451144.0,,,United States
GEHC,GE HealthCare Technologies Inc. Common Stock ,29851944395.0,Health Care,Medical Electronics,United States
GEN,Gen Digital Inc. Common Stock,15700937849.0,Technology,Computer Software: Prepackaged Software,United States
GENB,Generate Biomedicines Inc. Common Stock,2120382243.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
GEO,Geo Group Inc (The) REIT,4030191662.0,Consumer Discretionary,Homebuilding,United States
GEV,GE Vernova Inc. Common Stock,253501629067.0,Technology,Consumer Electronics/Appliances,United States
GFF,Griffon Corporation Common Stock,4375016618.0,Industrials,Building Products,United States
GFL,GFL Environmental Inc. Subordinate voting shares no par value,18816467042.0,Utilities,Environmental Services,Canada
GFS,GlobalFoundries Inc. Ordinary Shares,25875371551.0,Technology,Semiconductors,United States
GGB,Gerdau S.A. Common Stock,9652728079.0,Industrials,Steel/Iron Ore,Brazil
GGG,Graco Inc. Common Stock,12692321187.0,Industrials,Fluid Controls,United States
GH,Guardant Health Inc. Common Stock,23660126733.0,Health Care,Medical Specialities,United States
GHC,Graham Holdings Company Common Stock,4858605847.0,Real Estate,Other Consumer Services,United States
GIB,CGI Inc. Common Stock,16030443779.0,Consumer Discretionary,Professional Services,Canada
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,8554011459.0,Consumer Discretionary,Apparel,Canada
GILD,Gilead Sciences Inc. Common Stock,187692011812.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
GIS,General Mills Inc. Common Stock,19150427687.0,Consumer Staples,Packaged Foods,United States
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,7281306019.0,Finance,Finance: Consumer Services,United States
GKOS,Glaukos Corporation Common Stock,9053444490.0,Health Care,Medical/Dental Instruments,United States
GL,Globe Life Inc. Common Stock,12968344181.0,Finance,Life Insurance,United States
GLBE,Global-E Online Ltd. Ordinary Shares,6910516197.0,Technology,Computer Software: Prepackaged Software,Israel
GLNG,Golar Lng Ltd,5073368044.0,Consumer Discretionary,Marine Transportation,Bermuda
GLPI,Gaming and Leisure Properties Inc. Common Stock,11418611688.0,Real Estate,Real Estate Investment Trusts,United States
GLW,Corning Incorporated Common Stock,133067269373.0,Industrials,Telecommunications Equipment,United States
GLXY,Galaxy Digital Inc. Class A Common Stock,10081029631.0,Finance,Investment Bankers/Brokers/Service,United States
GM,General Motors Company Common Stock,73504115590.0,Industrials,Auto Manufacturing,United States
GMAB,Genmab A/S ADS,4464569356.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
GME,GameStop Corporation Common Stock,12208923958.0,Consumer Discretionary,Electronics Distribution,United States
GMED,Globus Medical Inc. Class A Common Stock,9930011159.0,Health Care,Medical/Dental Instruments,United States
GNL,Global Net Lease Inc. Common Stock,2005525820.0,Real Estate,Real Estate Investment Trusts,United States
GNRC,Generac Holdlings Inc. Common Stock,11767048511.0,Consumer Discretionary,Metal Fabrications,United States
GNTX,Gentex Corporation Common Stock,4672956282.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
GNW,Genworth Financial Inc Common Stock,3638705486.0,Finance,Life Insurance,United States
GOLF,Acushnet Holdings Corp. Common Stock,4844698400.0,Consumer Discretionary,Recreational Games/Products/Toys,United States
GOOG,Alphabet Inc. Class C Capital Stock,4096805400000.0,Technology,Computer Software: Programming Data Processing,United States
GOOGL,Alphabet Inc. Class A Common Stock,4131660900000.0,Technology,Computer Software: Programming Data Processing,United States
GPC,Genuine Parts Company Common Stock,17750822440.0,Consumer Discretionary,Automotive Aftermarket,United States
GPGI,GPGI Inc. Class A Common Stock,3490276587.0,Finance,Finance: Consumer Services,United States
GPI,Group 1 Automotive Inc. Common Stock,2950869910.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
GPK,Graphic Packaging Holding Company,2860051395.0,Consumer Discretionary,Containers/Packaging,United States
GPN,Global Payments Inc. Common Stock,22227944760.0,Consumer Discretionary,Business Services,United States
GPOR,Gulfport Energy Corporation Common Shares,2824467078.0,Energy,Oil & Gas Production,United States
GRAB,Grab Holdings Limited Class A Ordinary Shares,13121541706.0,Consumer Discretionary,Business Services,Singapore
GRAL,GRAIL Inc. Common Stock ,4847179714.0,Health Care,Medical Specialities,United States
GRBK,Green Brick Partners Inc. Common Stock,2890748878.0,Consumer Discretionary,Homebuilding,United States
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,2740188071.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores,United States
GRMN,Garmin Ltd. Common Stock (Switzerland),55460532303.0,Industrials,Industrial Machinery/Components,Switzerland
GRND,Grindr Inc. Common Stock,2683790481.0,Technology,Computer Software: Programming Data Processing,Singapore
GS,Goldman Sachs Group Inc. (The) Common Stock,272641259595.0,Finance,Investment Bankers/Brokers/Service,United States
GSAT,Globalstar Inc. Common Stock,10688979675.0,Consumer Discretionary,Telecommunications Equipment,United States
GTES,Gates Industrial Corporation Ltd. Common Shares,6673064841.0,Industrials,Industrial Machinery/Components,United Kingdom
GTLB,GitLab Inc. Class A Common Stock,8165066000.0,Technology,Computer Software: Prepackaged Software,United States
GTX,Garrett Motion Inc. Common Stock,4755582057.0,Consumer Discretionary,Auto Parts:O.E.M.,Switzerland
GVA,Granite Construction Incorporated Common Stock,4930072052.0,Industrials,Military/Government/Technical,United States
GWRE,Guidewire Software Inc. Common Stock,12535859163.0,Technology,Computer Software: Prepackaged Software,United States
GWW,W.W. Grainger Inc. Common Stock,59849753971.0,Industrials,Office Equipment/Supplies/Services,United States
GXO,GXO Logistics Inc. Common Stock ,5187183508.0,Consumer Discretionary,Transportation Services,United States
H,Hyatt Hotels Corporation Class A Common Stock,14816027805.0,Consumer Discretionary,Hotels/Resorts,United States
HAE,Haemonetics Corporation Common Stock,4859994988.0,Health Care,Medical/Dental Instruments,United States
HAFN,Hafnia Limited Common Shares,4548009876.0,Consumer Discretionary,Transportation Services,
HAL,Halliburton Company Common Stock,27501633415.0,Energy,Oilfield Services/Equipment,United States
HALO,Halozyme Therapeutics Inc. Common Stock,12761715120.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
HAS,Hasbro Inc. Common Stock,12203167285.0,Consumer Discretionary,Recreational Games/Products/Toys,United States
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,4652832556.0,Finance,Finance/Investors Services,United States
HAYW,Hayward Holdings Inc. Common Stock,2704524671.0,Industrials,Industrial Machinery/Components,United States
HBAN,Huntington Bancshares Incorporated Common Stock,31073980024.0,Finance,Major Banks,United States
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),11898638120.0,Basic Materials,Metal Mining,Canada
HCA,HCA Healthcare Inc. Common Stock,94498574720.0,Health Care,Hospital/Nursing Management,United States
HCC,Warrior Met Coal Inc. Common Stock,4764860331.0,Energy,Coal Mining,United States
HCI,HCI Group Inc. Common Stock,2190733256.0,Finance,Property-Casualty Insurers,United States
HD,Home Depot Inc. (The) Common Stock,296034465827.0,Consumer Discretionary,RETAIL: Building Materials,United States
HDB,HDFC Bank Limited Common Stock,116938288065.0,Finance,Commercial Banks,India
HEI,Heico Corporation Common Stock,43404457271.0,Industrials,Aerospace,United States
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,4977447165.0,Energy,Oil & Gas Production,United States
HG,Hamilton Insurance Group Ltd. Class B Common Shares,2785063367.0,Finance,Property-Casualty Insurers,Bermuda
HGTY,Hagerty Inc. Class A Common Stock,4707630702.0,Finance,Specialty Insurers,United States
HGV,Hilton Grand Vacations Inc. Common Stock ,2766979562.0,Consumer Discretionary,Hotels/Resorts,United States
HHH,Howard Hughes Holdings Inc. Common Stock,3807216045.0,Real Estate,Real Estate Investment Trusts,United States
HIG,The Hartford Insurance Group Inc. Common Stock,34289686733.0,Finance,Property-Casualty Insurers,United States
HII,Huntington Ingalls Industries Inc. Common Stock,10631360540.0,Industrials,Marine Transportation,United States
HIMS,Hims & Hers Health Inc. Class A Common Stock,6623767795.0,Health Care,Medical/Nursing Services,United States
HIW,Highwoods Properties Inc. Common Stock,3274991405.0,Real Estate,Real Estate Investment Trusts,United States
HL,Hecla Mining Company Common Stock,12273209234.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
HLI,Houlihan Lokey Inc. Class A Common Stock,9081051810.0,Finance,Investment Managers,United States
HLIO,Helios Technologies Inc. Common Stock,2290724113.0,Industrials,Metal Fabrications,United States
HLNE,Hamilton Lane Incorporated Class A Common Stock,4722981677.0,Finance,Investment Managers,United States
HLT,Hilton Worldwide Holdings Inc. Common Stock ,69144441650.0,Consumer Discretionary,Hotels/Resorts,United States
HMC,Honda Motor Company Ltd. Common Stock,41715487070.0,Industrials,Auto Manufacturing,Japan
HMY,Harmony Gold Mining Company Limited,11889199471.0,Basic Materials,Precious Metals,South Africa
HNGE,Hinge Health Inc. Class A Common Stock,7446480801.0,Technology,EDP Services,United States
HNI,HNI Corporation Common Stock,3404093688.0,Consumer Discretionary,Office Equipment/Supplies/Services,United States
HOG,Harley-Davidson Inc. Common Stock,2703803732.0,Consumer Discretionary,Motor Vehicles,United States
HOMB,Home BancShares Inc. Common Stock,5769431329.0,Finance,Major Banks,United States
HON,Honeywell International Inc. Common Stock,67371937926.0,Industrials,Aerospace,United States
HONA,Honeywell Aerospace Inc. Common Stock ,51767888574.0,Industrials,Aerospace,United States
HOOD,Robinhood Markets Inc. Class A Common Stock,110317394897.0,Finance,Investment Bankers/Brokers/Service,United States
HP,Helmerich & Payne Inc. Common Stock,3953584664.0,Energy,Oil & Gas Production,United States
HPE,Hewlett Packard Enterprise Company Common Stock,82740879675.0,Technology,Retail: Computer Software & Peripheral Equipment,United States
HPQ,HP Inc. Common Stock,29001597563.0,Technology,Computer Manufacturing,United States
HQY,HealthEquity Inc. Common Stock,7476635605.0,Consumer Discretionary,Business Services,United States
HR,Healthcare Realty Trust Incorporated Common Stock,6155246890.0,Real Estate,Real Estate Investment Trusts,United States
HRB,H&R Block Inc. Common Stock,5243732322.0,Consumer Discretionary,Other Consumer Services,United States
HRI,Herc Holdings Inc. Common Stock ,4587797060.0,Industrials,Misc Corporate Leasing Services,United States
HRL,Hormel Foods Corporation Common Stock,10962987936.0,Consumer Staples,Meat/Poultry/Fish,United States
HRMY,Harmony Biosciences Holdings Inc. Common Stock,2357409189.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
HSAI,Hesai Group American Depositary Share,2562989461.0,Industrials,Industrial Machinery/Components,China
